월,순위,타이틀,가수
12,59,남이 될 수 있을까,"볼빨간사춘기, 스무살"
12,60,너답기기안 (너의 답장을 기다리다가 기분이 안좋아졌어),meenoi (미노이)
12,61,안았어야해 (Feat. Futuristic Swaver),JAEHA (재하)
12,62,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
12,63,별 보러 갈래?,볼빨간사춘기
12,64,워커홀릭,볼빨간사춘기
12,65,좋아해.. (바른연애 길잡이 X 죠지),죠지
12,66,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE)
12,67,고백,델리스파이스
12,68,비행운,문문 (MoonMoon)
12,69,어떻게 지내 (답가),런치
12,70,"달 속엔 그대가 있나요, 그대 안엔 달이 있는데 (Moon inside Thee)",마크툽 (MAKTUB)
12,71,닫힌엔딩 (Closed Ending),숀 (SHAUN)
12,72,미안해요,탑현
12,73,사랑은 은하수 다방에서,10CM
12,74,축하해 (Prod. By VAN.C),오반
12,75,오늘,오왠 (O.WHEN)
12,76,yours,데이먼스 이어 (Damons year)
12,77,그대가 살아서,정동원
12,78,칵테일 사랑 (Feat. 유연),로키드 (Lokid)
12,79,pet,10CM
12,80,행복,오반
12,81,Madeleine Love,CHEEZE (치즈)
12,82,심술,볼빨간사춘기
12,83,명사수,정상수
12,84,인사,멜로망스
12,85,고백,정준일
12,86,널 떠올리는 중이야,"PATEKO (파테코), Jayci yucca (제이씨 유카), Kid Wine"
12,87,She (Hidden Track No.V 1월 선정곡),잔나비
12,88,Little Star,스탠딩 에그
12,89,웃으며,"임재현, 문성욱"
12,90,나랑 아니면,검정치마
12,91,봄이 좋냐??,10CM
12,92,"Christmas Gift (Feat. Ashley Alisha, Sonny Zero)",뎁트
12,93,징글벨 (Jingle Bells),바버렛츠 (The Barberettes)
12,94,열심히 할게,10CM
12,95,외딴섬 로맨틱,잔나비
12,96,EVERYTHING,검정치마
12,97,Blue,볼빨간사춘기
12,98,#첫사랑,볼빨간사춘기
12,99,You(=I),볼빨간사춘기
12,100,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운
