가수,점수
DelaneyBramlett,0.1542341
LeonRussell,0.1542341
BonnieBramlett,0.1542341
맥대디(Mckdaddy),0.1533869
HANYOHAN,0.1507413
DonMills(던밀스),0.149425
D-Hack,0.1468535
JWay,0.1445183
PENOMECO,0.1444683
CK(씨케이),0.141878
Chin(친),0.141878
SimonDominic,0.141488
GRAY(그레이),0.1400822
아넌딜라이트(Anandelight),0.137731
Heize,0.1373278
Deanfluenza,0.1364117
PHILL,0.1351033
전병일,0.1351033
Esta,0.1326335
JBird,0.1326335
HyukShin,0.1326335
DellyBoi,0.1326335
DK,0.1326335
Tabber(태버),0.126618
식케이(Sik-K),0.126465
FlashNote,0.1233681
Mirani,0.1232467
Jessi,0.1225856
MommySon,0.1218289
이영지(LeeYoung-ji),0.1217847
JayPark,0.1205214
BE'O,0.1191345
SUPERBEE,0.1165735
조용민,0.1135932
Keymaker,0.1135932
Primary,0.1133398
권한얼,0.1130247
vibin,0.1098903
basecamp,0.1095277
TREVOR,0.106958
베리,0.106192
로코,0.106192
Shyun,0.1052445
PJNOTREBLE,0.1052445
Smob,0.1022368
커즈디,0.101729
JohnJohn,0.101729
프리스타일(FreeStyle),0.0996085
지오,0.0996085
린다G(LindaG),0.0978584
빈첸(VINXEN),0.0970901
BewhY(비와이),0.0969852
프리마비스타,0.0923131
PatVanDyke,0.0921687
매드클라운(MadClown),0.0913703
로코베리,0.087724
Crush,0.0872692
Northfacegawd(노스페이스갓),0.086958
APRO,0.0858356
unofficialboyy(언오피셜보이),0.0855665
에이체스(A-Chess),0.0841955
UNEDUCATEDKID,0.0811094
Crush(크러쉬),0.0807663
양홍원,0.0798951
KidWine,0.0798571
GEMINI,0.078136
이하이,0.0748101
DPRLIVE(디피알라이브),0.0733009
JAEHA(재하),0.071621
Liltachi(릴타치),0.0715524
Jaero,0.070838
SPACEONE,0.070838
DONNA,0.070838
Untell(언텔),0.0704035
빈지노(Beenzino),0.0683442
유희열,0.0675674
WoodieGochild(우디고차일드),0.0667191
쿠기(Coogie),0.0665569
SLO,0.0663869
안병웅(AhnByeongWoong),0.064108
아우릴고트(OUREALGOAT),0.064108
보이비(BoiB),0.0636054
ZiorPark(지올팍),0.0636054
유재석,0.0636054
홍소진,0.0636054
이상순,0.0636054
적재,0.0636054
권영찬,0.0636054
윤상,0.0636054
SamKim,0.0636054
샘김(SamKim),0.0636054
최자(Choiza),0.0636054
D.Ark,0.062783
Ontheroad,0.0597465
nomad,0.0597465
긱스(Geeks),0.0587357
WoodieGochild,0.0584763
philtre,0.0581089
B.I(비아이),0.0576015
YUNHWAY(윤훼이),0.0568099
JAMIE,0.0559965
dsel(디젤),0.0552181
허성현(Huh),0.0552181
가오가이(kaogaii),0.0552181
FUTUREBOUNCE,0.0542122
Baggie(배기),0.0537015
Unsinkable,0.0521655
DeVita,0.0509251
TEXU,0.0508962
트웰브(twlv),0.0507606
Colde,0.0507016
JAEHA,0.0506305
deemarc,0.0504725
7Aurelius,0.0501301
펀치넬로(punchnello),0.0491785
THAMA,0.0491415
SOLE,0.048826
Coogie,0.0476867
넉살(Nucksal),0.0475275
Heondred,0.04728
Diggy,0.0471171
강욱진,0.0471171
최엘비(CHOILB),0.0467809
Mokyo,0.0459405
호치키스(HOTCHKISS),0.0455125
Mantra,0.0455095
twlv,0.0453248
KOONTA,0.0445485
Jetti,0.0443533
코드쿤스트(CODEKUNST),0.043518
WOOGIE,0.0434481
뱃사공(Bassagong),0.0426207
김건우,0.0424291
영준(YOUNGJUN),0.0424291
송기홍,0.0424291
SupremeTeam(슈프림팀),0.0424291
송민영(KidM),0.0422805
365LIT(365릿),0.0422805
황지상(HWANGJISANG),0.0422805
브라더수,0.0419037
YerinBaek,0.0412355
하루히,0.0410826
Laptopboyboy,0.0410826
AHWU,0.0409679
YunB(윤비),0.0402772
Muddthestudent,0.040166
Yuzion(유시온),0.039696
Kidstone,0.039223
GooseBumps,0.0389405
DPRLIVE,0.0371061
라비(RAVI),0.0369355
김유정(KimYoujung),0.0369355
짱유(JJANGYOU),0.0365796
김민규(YoungKay),0.0364638
첸(CHEN),0.0355548
박경(PARKKYUNG),0.0340249
정기고(Junggigo),0.0337383
Junggigo,0.0337383
BEATBOXDG,0.0337383
LeeYoung-ji,0.0335515
안성현,0.0321965
hoiwave,0.0310053
rubyboyyisthegenius,0.030999
sokodomo,0.0307485
bayb,0.0306775
Bobblehead,0.0306775
TRADEL(트레이드엘),0.03067
GLEAM,0.0299408
최진호(BlueWhale),0.0297972
willy,0.029628
Chrli,0.029628
DPRCREAM,0.0293298
FIFTYFIVE,0.029151
Truthislonely,0.0288012
MILLENNIUM,0.028801
B.I,0.028801
MightyMike,0.0279385
김승민(KimSeungmin),0.0276893
KETAMcCUE,0.027514
DonMills,0.0271585
Nucksal,0.0271585
블랙넛(BlackNut),0.0269084
VINXEN,0.0267098
Clayheart,0.0264925
노윤하(RohYoonha),0.025913
YoBoy(강요셉),0.025913
millic,0.025772
권영훈(TANGTHEAWESOME),0.0257134
Padi,0.0253892
Choiza,0.0252482
youngkimj,0.0250325
VerbalJint,0.0248539
Beenzino,0.0246056
moocean,0.0245352
devita,0.0244648
윤미래,0.0244648
Dbo,0.024295
WooWonjae,0.0234322
UNTITLEDS,0.0234286
MoonSujin,0.0234135
TheKontrabandz,0.0234135
Yosi,0.0230641
J;KEY,0.0223645
TigerJK,0.0223515
Zoey,0.0223515
george,0.0220905
EK,0.022084
RYUYOUNGMIN,0.0214425
Kleine,0.0213535
황세현(h3hyeon),0.021343
플루마(PLUMA),0.0209981
이찬혁,0.0203945
SMHOfSMGS,0.020369
HIPPO,0.019742
NoIdentity,0.0195585
IMEANSEOUL,0.019045
Sean,0.019045
FLIP_00,0.019045
Hyeon,0.019045
FANXYCHILD(팬시차일드),0.0188904
ZENETHEZILLA(제네더질라),0.0188674
박현진(PARKHYEONJIN),0.018752
LilBemo(김다현),0.018752
AVERZI,0.0187045
DAUL,0.0187045
이수호,0.0186968
CurtisF,0.0185762
YunB,0.0185762
KWAKZ,0.018468
최지호,0.018313
민켄,0.018313
이해리(다비치),0.018313
Noden,0.0181034
Baggie,0.0179905
sogumm,0.0179618
KVHN,0.01795
IOAH,0.017917
VAN.C,0.0178009
ganguk,0.0177961
Dhard,0.0177774
Stally,0.017475
P#000000,0.0173726
강서빈(YUNGCHENS),0.0172945
SOLE(쏠),0.0172755
DeVita(드비타),0.0172755
로스(Los),0.0172755
SHIMMYTWICE,0.017155
0set,0.0169955
D.Owner,0.0169955
YUNHWAY,0.0168608
김진표(JP),0.0164844
TheNeed,0.0164504
Catchup,0.016272
PandaGomm,0.016272
YLNForeign(이정운),0.0162315
SoundKim,0.016151
DAVII,0.0156448
Konquest,0.0156447
비비(BIBI),0.0155869
SkinnyBrown(스키니브라운),0.0152765
CosmicBoy,0.0149748
강민수(AQUINAS),0.0148958
PaulBlanco,0.0148242
Nutty,0.0148226
STAFFONLY,0.0148226
DJWegun(DJ웨건),0.014564
정인,0.01453
Ryo,0.0144398
Zbeatz,0.0142975
EK(이케이),0.0139068
h3hyeon,0.01328
StayTuned,0.0129336
EddyPauer,0.0128726
HAON,0.0125982
키드킹(KiddKing),0.012527
Swings,0.0125062
도넛맨(Donutman),0.0124128
KimSeungmin,0.01236
나플라(nafla),0.012291
TANGTHEAWESOME,0.0122532
Jhnovr,0.0122317
피아노맨,0.0121091
LiamK,0.0118452
Lellamarz,0.0114916
타이거JK(TigerJK),0.0111759
비지(Bizzy),0.0111759
펭수(Pengsoo),0.0111759
BlueWhale,0.0110464
TAKUWA(타쿠와),0.011042
브린(Bryn),0.011042
Score(13),0.010866
PARKKYUNG,0.010866
Gist(윤현선),0.0107704
KevinJacoutot,0.0105825
AVIN,0.0103736
버벌진트(VerbalJint),0.0102671
Dvwn,0.0102296
AiRPLAY,0.010141
Illjun,0.010141
CJAMM,0.0101235
박종우,0.0099655
Perro,0.0095225
화사(HwaSa),0.0095152
Vangdale,0.0094138
iHwak,0.009369
haventseenyou,0.009309
Megatone(13),0.0092926
한해(HANHAE),0.0092825
리시,0.0092825
QUIZQUIZ,0.009234
ChillinHomie,0.009234
RAVI,0.009234
sAewoo,0.009196
L-like,0.0090678
youra,0.0088912
chilly,0.0088912
obiegogle(오비고글),0.0088225
Choo(추),0.0088225
Ye-Yo!,0.0088042
RohYoonha,0.0086375
YoBoy,0.0086375
지소울(GSoul),0.008634
ZENETHEZILLA,0.0086188
SEOMINGYU(서민규),0.0083542
박인영,0.0080615
BIBI,0.0079259
SUGA,0.0078142
ELCAPITXN,0.0078142
전홍준,0.00774
ZZINSOO,0.00774
Big$hot,0.00774
SIU,0.00774
i,0.00774
DEREK,0.0076385
KyoLee,0.0073434
OLIVER,0.0073434
김성욱,0.0073434
조원우(Jowonu),0.0072354
스월비(Swervy),0.0072354
허클베리피(HuckleberryP),0.0072354
Doplamingo,0.0069668
홀리뱅(HolyBang),0.006951
JumalofSMGS,0.006916
Gsoul,0.0069072
nafla,0.0068897
Lean$moke,0.0067895
monoman,0.0067766
은지원(EunJiwon),0.006632
Wavyburnz,0.0065532
Make4Play,0.0065532
PULLIK(박준호),0.0064724
Godic,0.0064724
GLOVE,0.0064724
이진우($IGAA),0.0063952
HwaSa,0.0063434
MC스나이퍼(MCSniper),0.0062465
plusNONE,0.0062413
trrst,0.0059674
Zoorumpug,0.0059404
SeoulMetroBoomin,0.0058572
Blue.D,0.005827
WOODZ,0.005827
페노메코(PENOMECO),0.0055636
KIRIN,0.0055276
KelbyClarke,0.00545
DevineChannel,0.00545
KRAK,0.0053906
J.Litz,0.0053906
Vendy,0.0053872
CoaWhite,0.0051628
Vapo(허원혁),0.0049395
TouchtheSky(터치더스카이),0.0049395
서태지,0.0047995
Cribs,0.004481
NERD,0.004481
오반(OVAN),0.004479
임수(ImSoo),0.004479
VENKO,0.0040725
H4RDY,0.0040725
DJco.kr,0.0040725
FRANKIEONTHEGUITAR,0.0040315
antisocialkid,0.0040315
Theevoni,0.0040315
김태훈,0.003962
Viann,0.0038985
KIRIN(기린),0.0035812
protonebula,0.003372
IlseyJuber,0.0032472
HYESUNG,0.0032328
Acade,0.003123
MCSniper,0.003123
Untell,0.0028329
606gus,0.0027625
BMTJ,0.0027625
Jclef,0.0026586
Sojeso,0.0025814
Rohann(이로한),0.0025598
김농밀(nongmillkim),0.0025598
MoonMean,0.0025416
TouchtheSky,0.0024695
Car,0.0024447
thegarden,0.0024447
Off,0.0023935
Yunu,0.0023876
개리(GARY),0.0022119
stevenc4stle,0.0022055
1of1,0.0021514
루이,0.0021514
IlBOI,0.0021514
방인재,0.0021514
권세영,0.0021514
딘딘(DINDIN),0.0021208
dnss,0.0020566
HDBL4CK,0.0020155
IanPurp,0.0020082
ampoff,0.0018783
JINBO,0.0017626
AirAir,0.001755
U-Tum,0.0015392
Svng,0.0015392
wherechoi,0.0015392
KeroOne,0.0015002
2xxx,0.0014514
ChaChaMalone,0.001427
OLNL(오르내림),0.0013698
HOTCHKISS,0.0011034
Neal,0.0010728
JISU,0.0009488
OBSN,0.000912
Spray,0.0007374
개리,0.0007374
BigPie,0.0005598
badassgatsby,0.0004308
DPRCREAM(디피알크림),0.0004308
양세형,0.0004242
DINDIN,0.0004242
COUPD'ETAT,0.0004242
Mook,0.0004242
COE,0.0004242
SUMIN,0.0003765
APBoi,0.0001902
HashSwan,0.0001444
박성준,0.0001444
MadeByMe,7.26E-05
NOD,7.26E-05
WelcomeIan,0
Hangzoo,0
